id,level,sr_no,raw,kanji,hiragana,meaning,hint,sentence,supporting_word_1,supporting_word_2,page_no
1470,N1,1470,かたく禁する＊,かたく禁する,かたいく禁する,Prohibited,絶対に,外出をかたく禁する。,外出を,。(絶対に),108.0
1471,N1,1471,明るいブルー＊,明るいブルー,あかるいブルー,Bright,,明るいブルー,,,108.0
1472,N1,1472,明るい性格＊,明るい性格,あかるい性格,Cheerful,,明るい性格②声,,②声,108.0
1473,N1,1473,政治に明るい＊,政治に明るい,政治にあかるい,Knows a lot,詳しい,彼は政治に明るい,彼は,(詳しい),108.0
1474,N1,1474,見通しが明るい＊,見通しが明るい,見通しがあかるい,Very good,,今後の見通しが明るい,今後の,,108.0
1475,N1,1475,自転車のペダルは重い＊,自転車のペダルは重い,自転車のペダルはおもい,"Heavy, weighty​",,①酸素は水素より②この自転車のペダルは重い,①酸素は水素より②この,,109.0
1476,N1,1476,重い地位＊,重い地位,おもい地位,Important,重要な,重い地位につく,,につく(重要な),109.0
1477,N1,1477,動きが重い＊,動きが重い,動きがおもい,Slow,遅い,パソコンの動きが重い,パソコンの,(遅い),109.0
1478,N1,1478,会議の内容は重かった＊,会議の内容は重かった,会議の内容はおもかった,Serious,深刻だった,今日の会議の内容は重かった,今日の,(深刻だった),109.0
1479,N1,1479,頭が重い＊,頭が重い,頭がおもい,Not working well,すっきりしない,寝不足で頭が重い,寝不足で,(すっきりしない),109.0
1480,N1,1480,気が重い＊,気が重い,気がおもい,Reluctantly,憂鬱だ,その仕事を断るのは気が重い,その仕事を断るのは,(憂鬱だ),109.0
1481,N1,1481,対応が不味い＊,対応が不味い,対応がまずい,Deal with … very poorly,良くない,対応が不味い,,(良くない),109.0
1482,N1,1482,歌は不味い＊,歌は不味い,歌はまずい,bad,下手だ,彼の歌は不味い,彼の,(下手だ),109.0
1483,N1,1483,人に聞かれると不味い＊,人に聞かれると不味い,人に聞かれるとまずい,Trouble,都合が悪い,①人に聞かれると不味い②ことになった,①,②ことになった(都合が悪い),109.0
1484,N1,1484,顔が不味い＊,顔が不味い,顔がまずい,Not handsome,不細工だ,かれは性格はいいが顔が不味い,かれは性格はいいが,(不細工だ),109.0
1485,N1,1485,強く結ぶ＊,強く結ぶ,つよく結ぶ,Tight,きつく,紐を強く結ぶ,紐を,(きつく),110.0
1486,N1,1486,寒さに強い＊,寒さに強い,寒さにつよい,～hardy,,この木は寒さに強い,この木は,,110.0
1487,N1,1487,日差しが強い＊,日差しが強い,日差しがつよい,Strong,,①彼は意志が ②今日は日差しが強い②ですね。 ,①彼は意志が ②今日は,②ですね。 ,110.0
1488,N1,1488,機械に強い＊,機械に強い,機械につよい,Knows a lot,,兄は機械に強い,兄は,,110.0
1489,N1,1489,強く注意＊,強く注意,つよく注意,Strict,,学生に強く注意する。,学生に,する。,110.0
1490,N1,1490,気が強い＊,気が強い,気がつよい,Strong minded,,彼女は気が強い,彼女は,,110.0
1491,N1,1491,馬鹿なことをする＊,馬鹿なことをする,ばかなことをする,(①I did ②I did it to someone else) Stupid,,②友人に①馬鹿なことをする。②にされる。,②友人に①,。②にされる。,110.0
1492,N1,1492,交通費が馬鹿にならない＊,交通費が馬鹿にならない,交通費がばかにならない,Can't ignore,軽視できない,交通費が馬鹿にならない。,,。(軽視できない),110.0
1493,N1,1493,馬鹿を見る＊,馬鹿を見る,ばかを見る,Loss,損をする,自分だけが馬鹿を見る。,自分だけが,。(損をする),110.0
1494,N1,1494,ネジが馬鹿になる＊,ネジが馬鹿になる,ネジがばかになる,Loose and unusable,緩くなって使えない,ネジが馬鹿になる。,,。(緩くなって使えない),110.0
1495,N1,1495,馬鹿に寒い＊,馬鹿に寒い,ばかに寒い,Very,非常に,今日は馬鹿に寒い。,今日は,。(非常に),110.0
1496,N1,1496,専門馬鹿＊,専門馬鹿,専門ばか,Less ～,,①親 ②専門馬鹿,①親 ②,,110.0
1497,N1,1497,馬鹿力＊,馬鹿力,ばかぢから,Over ～,,①馬鹿力 ②正直,①, ②正直,110.0
1498,N1,1498,彼の後＊,彼の後,彼のあと,follow,,①故郷を②彼の後①にする。②をつける。,①故郷を②,①にする。②をつける。,110.0
1499,N1,1499,後が心配＊,後が心配,あとが心配,Not sure,,入社はできたが、後が心配だ。,入社はできたが、,だ。,110.0
1500,N1,1500,後5分＊,後5分,あと5分,after,,後5分で始まる。,,で始まる。,110.0
1501,N1,1501,後は来月＊,後は来月,あとは来月,Remaining,残っている,後は来月払います。,,払います。(残っている),110.0
1502,N1,1502,後に回す＊,後に回す,あとに回す,Left aside,,面倒なことを後に回す。,面倒なことを,。,110.0
1503,N1,1503,後を絶たない＊,後を絶たない,あとを絶たない,One after another,次々に起こる,事故が後を絶たない。,事故が,。(次々に起こる),110.0
1504,N1,1504,跡を継ぐ＊,跡を継ぐ,あとを継ぐ,Take over,残り,社長の跡を継ぐ。,社長の,。(残り),110.0
1505,N1,1505,跡+,跡,あと,Signs,,書き直した跡がある。,書き直した,がある。,110.0
1506,N1,1506,歯の根＊,歯の根,歯のね,root (of a plant),,①雑草を②歯の根①から抜く。,①雑草を②,①から抜く。,111.0
1507,N1,1507,根は深い＊,根は深い,ねは深い,Root is deep,,その問題の根は深い。,その問題の,。,111.0
1508,N1,1508,息の根を止める＊,息の根を止める,息のねを止める,Strangle someone,,息の根を止める。,,。,111.0
1509,N1,1509,根は正直だ＊,根は正直だ,ねは正直だ,Honest,本来の性質,彼は根は正直だ。,彼は,。(本来の性質),111.0
1510,N1,1510,根に持っている＊,根に持っている,ねに持っている,To keep to self with botter feeling,,彼は昔のことを根に持っている。,彼は昔のことを,。,111.0
1511,N1,1511,波が高い＊,波が高い,なみが高い,wave,,台風が近づいていて波が高い。,台風が近づいていて,。,111.0
1512,N1,1512,人の波＊,人の波,人のなみ,crowed,大きな流れ,人の波に押される。,,,111.0
1513,N1,1513,波がある＊,波がある,なみがある,moody,感情の変化が大きい,彼は感情に波がある。,彼は感情に,。(感情の変化が大きい),111.0
1514,N1,1514,波に乗る＊,波に乗る,なみに乗る,follow the trend,傾向に従う,国際化の波に乗る。,国際化の,。(傾向に従う),111.0
1515,N1,1515,この辺り＊,この辺り,このあたり,Around here,辺り,この辺りは民家が多い。,,,112.0
1516,N1,1516,今月の末辺り＊,今月の末辺り,今月の末あたり,Around,ごろ,今月の末辺りは両親が来る。,,,112.0
1517,N1,1517,風当たりが強い＊,風当たりが強い,風あたりが強い,①Be windy ②Severly criticised,,風当たりが強い,,,112.0
1518,N1,1518,大当たり＊,大当たり,大あたり,Big hit,大成功,その映画は大当たりだった。,その映画は,だった。(大成功),112.0
1519,N1,1519,当たりをつける＊,当たりをつける,あたりをつける,Make a guess,見当,当たりをつける。,,。(見当),112.0
1520,N1,1520,籤に当たった＊,籤に当たった,くじにあたった,Won a prise,当選した,籤に当たった。,,。(当選した),112.0
1521,N1,1521,足の筋＊,足の筋,足のすじ,Muscle,,①足の筋①を痛める。②筋の多い肉,①,①を痛める。②筋の多い肉,112.0
1522,N1,1522,爪に白い筋＊,爪に白い筋,爪に白いすじ,line,線,爪に白い筋が入っている。,,が入っている。(線),112.0
1523,N1,1523,野菜の筋＊,野菜の筋,野菜のすじ,Tough parts,,野菜の筋を取る。,,を取る。,112.0
1524,N1,1524,筋が浮ぶ＊,筋が浮ぶ,すじが浮ぶ,Vains,血管,筋が浮ぶ～て見える腕,,～て見える腕(血管),112.0
1525,N1,1525,物語の筋＊,物語の筋,物語のすじ,Source (term used by newspapers),,①物語の筋②の通った話,①,②の通った話,112.0
1526,N1,1526,筋がいい＊,筋がいい,すじがいい,Got talent,素質,筋がいいから、上達が早そうだ。,,から、上達が早そうだ。(素質),112.0
1527,N1,1527,～先,～先,～さき,"destination, address, place where you do something",,①行き②取引～先,①行き②取引,,112.0
1528,N1,1528,指の先＊,指の先,指のさき,"point, tip, end, nozzle",,トンボが指の先に止まる。,トンボが,に止まる。,112.0
1529,N1,1529,先へ進む＊,先へ進む,さきへ進む,"(the way) ahead, beyond",前,目的地を目指して先へ進む,目的地を目指して,(前),112.0
1530,N1,1530,話の先＊,話の先,話のさき,Continuation,続き,話の先を聞かせてください。,,を聞かせてください。(続き),112.0
1531,N1,1531,名簿の先＊,名簿の先,めいぼのさき,"First, before, ahead (of)",始め,名簿の先のほうに名前が出ている。,,のほうに名前が出ている。(始め),112.0
1532,N1,1532,先にお知らせした＊,先にお知らせした,さきにお知らせした,"previous, prior, former",以前,先にお知らせしたとおり,,とおり(以前),112.0
1533,N1,1533,先のこと＊,先のこと,さきのこと,future,将来,先のことはわからない。,,はわからない。(将来),112.0
1534,N1,1534,先に払う＊,先に払う,さきに払う,before,食事の前に,食事代を先に払う,食事代を,(食事の前に),112.0
1535,N1,1535,分かれ道＊,分かれ道,分かれみち,"branch road, forked road",,分かれ道を右に引く。,,を右に引く。,113.0
1536,N1,1536,道は険しい＊,道は険しい,みちは険しい,The road is difficult,,合格への道は険しい。,合格への,。,113.0
1537,N1,1537,お金の使い道＊,お金の使い道,お金の使いみち,the way money is spent,使う方法,お金の使い道を考える。,,を考える。(使う方法),113.0
1538,N1,1538,人の道＊,人の道,人のみち,the way of people,,人の道に外れる。,,に外れる。,113.0
1539,N1,1539,その道の権威だ＊,その道の権威だ,そのみちのけんいだ,the authority of that road,分野,彼はその道の権威だ,彼は,(分野),113.0
1540,N1,1540,仏の道＊,仏の道,仏のみち,the way of Buddha,,仏の道を説く。,,を説く。,113.0
1541,N1,1541,種①,種,たね,"Seed (e.g. Of a plant), kind, material (e.g. For an article), ingredient",,種を播く。,,を播く。,113.0
1542,N1,1542,悩みの種＊,悩みの種,悩みのたね,"cause, source",,悩みの種,,,113.0
1543,N1,1543,寿司の種＊,寿司の種,寿司のたね,material (e.g. for an article),材料,寿司の種,,(材料),113.0
1544,N1,1544,話の種＊,話の種,話のたね,origin,,話の種,,,113.0
1545,N1,1545,手品の種＊,手品の種,手品のたね,"mechanism (of a magic trick, etc.), secret, trickery",仕掛け,手品の種を明かす。,,を明かす。(仕掛け),113.0
1546,N2,1,相変わらず＊,相変わらず,あいかわらず,"As usual, as always, as before",,彼女は相変わらず元気で明るいです。,彼女は,元気で明るいです。,68.0
1547,N2,2,合図,合図,あいず,"sign, signal",,,,,84.0
1548,N2,3,生憎,生憎,あいにく,"unfortunately, sorry, but ...​",残念だけど,,,(残念だけど),71.0
1549,N2,4,合間,合間,あいま,"interval, break, pause",,,,,84.0
1550,N2,5,曖昧(な),曖昧,あいまい,"unclear, ambiguous",はっきりしない、はっきり言わない,曖昧な返事,,な返事(はっきりしない、はっきり言わない),46.0
1551,N2,6,赤字,赤字,あかじ,"(being in) the red, deficit​",,,,,22.0
1552,N2,7,明らか(な),明らか,あきらか,"clear, obvious, evident",はっきりしている,,,(はっきりしている),67.0
1553,N2,8,諦める,諦める,あきらめる,"to give up, to abandon (hope, plans)",,,,,
1554,N2,9,飽きる,飽きる,あきる,"to get tired of, to tire of",,,,,
1555,N2,10,呆れる,呆れる,あきれる,"to be amazed, to be shocked",,,,,
1556,N2,11,飽くまで,飽くまで,あくまで,"to the last, persistency",(も) 最後まで,,,((も) 最後まで),71.0
1557,N2,12,明くる,明くる,あくる,"next (day, morning, etc.), following",翌日,,,(翌日),103.0
1558,N2,13,憧れる,憧れる,あこがれる,"to long for, to yearn after",,,,,50.0
1559,N2,14,足が出る＊,足が出る,あしがでる,"to exceed the budget, to overrun the budget",予算オーバーになる,一万円〜足が出る,一万円〜,(予算オーバーになる),131.0
1560,N2,15,足がない＊,足がない,あしがない,No means,交通手段がない,電車、タクシー、バス足がない,電車、タクシー、バス,(交通手段がない),131.0
1561,N2,16,足を伸ばす＊,足を伸ばす,あしをのばす,"to (relax and) stretch one's legs out, to go for a further walk",行動範囲を広げる,大阪まで出張に来たので、足を伸ばす,大阪まで出張に来たので、,(行動範囲を広げる),131.0
1562,N2,17,足を運ぶ＊,足を運ぶ,あしをはこぶ,"to turn out (at a meeting, event, etc.), to show up, to make your way to",欲しい物を探す、そこに行く,歩いて足を運ぶ,歩いて,(欲しい物を探す、そこに行く),131.0
1563,N2,18,預ける,預ける,あずける,"To leave (in someone's keeping), to put (in someone's care), to entrust (someone) with",,この銀行にお金を預ける～ています。,この銀行にお金を,～ています。,22.0
1564,N2,19,汗+,汗,あせ,"Sweat, perspiration",,,,,20.0
1565,N2,20,焦る,焦る,あせる,"to be in a hurry, to be impatient",早くしなきゃ、気持ち,,,(早くしなきゃ、気持ち),50.0
1566,N2,21,あだ名,あだ名,あだな,nickname,,,,,82.0
1567,N2,22,頭が痛い＊,頭が痛い,あたまがいたい,having a headache,心配したり、悩んだりする,入試きのことで頭が痛い,入試きのことで,(心配したり、悩んだりする),129.0
1568,N2,23,頭が固い＊,頭が固い,あたまがかたい,"thickheaded, inflexible, stubborn​",≈頑固な人 (自分の考えを変えない),彼は頭が固い人で、なかなか考えを変えません。,彼は,人で、なかなか考えを変えません。(≈頑固な人 (自分の考えを変えない)),129.0
1569,N2,24,頭に来る＊,頭に来る,あたまにくる,"to get angry, to get mad, to lose one's temper",,その失敗は本当に頭に来る～ました。,その失敗は本当に,～ました。,129.0
1570,N2,25,頭を下げる＊,頭を下げる,あたなをさげる,"to bow, to bow one's head",①お願いする ②謝る,彼は謝罪の意で頭を下げる～ました。,彼は謝罪の意で,～ました。(①お願いする ②謝る),129.0
1571,N2,26,辺り,辺り,あたり,"(in the) neighbourhood, neighborhood, vicinity, nearby, surroundings",,一晩中、雪が降り続き、辺り一面が真っ白になった。,一晩中、雪が降り続き、,一面が真っ白になった。,
1572,N2,27,当たり,当たり,あたり,"Hit, success",,,,,102.0
1573,N2,28,当たり前,当たり前,あたりまえ,"Natural, reasonable, oblivious",①もちろん ②特別,雨の日に傘を持つのは当たり前です。,雨の日に傘を持つのは,です。(①もちろん ②特別),133.0
1574,N2,29,当たる,当たる,あたる,"To hit, to strike​",,私の予想が当たる～て、サッカーの試合で K高校は S高校に勝った。,私の予想が,～て、サッカーの試合で K高校は S高校に勝った。,109.0
1575,N2,30,彼方此方①,彼方此方,あちこち,"here and there, various places",,,,,21.0
1576,N2,31,彼方此方②,彼方此方,あちらこちら,"here and there, various places",,,,,21.0
1577,N2,32,厚かましい,厚かましい,あつかましい,"Impudent, shameless","遠慮する、自分の間違いがないと言う、≈図々しい (someone being bold and forward, possibly in a more calculated)",,,"(遠慮する、自分の間違いがないと言う、≈図々しい (someone being bold and forward, possibly in a more calculated))",44.0
1578,N2,33,あっという間に＊,あっという間に,あっというまに,"in an instant, in a flash, in the blink of an eye",一瞬で,休暇はあっという間に過ぎました。,休暇は,過ぎました。(一瞬で),133.0
1579,N2,34,当て嵌まる＊,当て嵌まる,あてはまる,"to apply (of a rule), to be applicable (of standards, lessons, ideas, etc.)",ちょうど合う,①私はこの勉強方法が自分に②このやり方がナイさんに③その服は彼によく当て嵌まる①と感じている。②とは限らない。③～ています。,①私はこの勉強方法が自分に②このやり方がナイさんに③その服は彼によく,①と感じている。②とは限らない。③～ています。(ちょうど合う),126.0
1580,N2,35,当て嵌める＊,当て嵌める,あてはめる,"to apply, to adapt",ちょうどよく合うようにする,①パズルのピースを②言葉を当て嵌める①のが楽しいです。②～て文を作る。,①パズルのピースを②言葉を,①のが楽しいです。②～て文を作る。(ちょうどよく合うようにする),126.0
1581,N2,36,当てる,当てる,あてる,"To hit, to expose",,,,,
1582,N2,37,跡+,跡,あと,"trace, tracks, mark, sign",,,,,20.0
1583,N2,38,暴れる,暴れる,あばれる,"To act violently, to struggle",,子供が公園で暴れる～ています。,子供が公園で,～ています。,19.0
1584,N2,39,浴びる,浴びる,あびる,"To take (e.g. Shower), to bask in (e.g. The sun)",,,,,20.0
1585,N2,40,甘える,甘える,あまえる,"To behave like a spoiled child, to take advantage of, to depend on",,,,,18.0
1586,N2,41,甘やかす,甘やかす,あまやかす,"To pamper, to spoil",,,,,18.0
1587,N2,42,余りにも,余りにも,あまりにも,"too much, excessive",書き言葉、すごく(話し言葉)、〜過ぎる(-ve),余りにもの失礼,,の失礼(書き言葉、すごく(話し言葉)、〜過ぎる(-ve)),66.0
1588,N2,43,網+,網,あみ,"net, netting",,漁師は大きな網を使って魚を捕まえます。,漁師は大きな,を使って魚を捕まえます。,20.0
1589,N2,44,洗い物＊,洗い物,あらいもの,things to be washed (esp. dishes and laundry),,,,,18.0
1590,N2,45,新た,新た,あらた,"new, fresh",,,,,99.0
1591,N2,46,改める,改める,あらためる,"To change, to alter, to revise, to replace",よくなる,,,(よくなる),
1592,N2,47,荒っぽい,荒っぽい,あらっぽい,"Wild, violent, rough-mannered, rude",,子供たちは荒っぽい遊びが好きです。,子供たちは,遊びが好きです。,46.0
1593,N2,48,凡ゆる,凡ゆる,あらゆる,"all, every",,,,,100.0
1594,N2,49,有難い＊,有難い,ありがたい,"grateful, thankful",,,,,50.0
1595,N2,50,有り触れた＊,有り触れた,ありふれた,"common, ordinary, familiar",話,,,(話),46.0
1596,N2,51,有る,有る,ある,"to be, to exist, to live",,,,,103.0
1597,N2,52,彼此,彼此,あれこれ,"this and that, one thing or another",あれやこれや,彼らは彼此を理解しようとしています。,彼らは,を理解しようとしています。(あれやこれや),133.0
1598,N2,53,彼や是や,彼や是や,あれやこれや,"this and that, one thing and another​",,会議には彼や是やの人が集まりました。,会議には,の人が集まりました。,133.0
1599,N2,54,荒れる,荒れる,あれる,"To become stormy, to become rough (of the sea)",乱暴に①お肌が ②気持ち、面皰,天気予報によると、明日は荒れるかもしれません。,天気予報によると、明日は,かもしれません。(乱暴に①お肌が ②気持ち、面皰),55.0
1600,N2,55,合わせる,合わせる,あわせる,"to match (rhythm, speed, etc.)",,,,,36.0
1601,N2,56,慌ただしい,慌ただしい,あわただしい,"busy, hectic",अवतार होणे ,慌ただしい一日,,一日(अवतार होणे ),46.0
1602,N2,57,慌てる,慌てる,あわてる,"to be flustered, to panic, to become confused (disconcerted, disorganized, disorganised)",行動(急いでする),,,(行動(急いでする)),50.0
1603,N2,58,哀れ(な),哀れ,あわれ,"pitiable, pitiful, miserable",,,,,44.0
1604,N2,59,案+,案,あん,"A suggestion, proposal, plan",,,,,32.0
1605,N2,60,案外,案外,あんがい,"Unexpectedly, surprisingly",,,,,101.0
1606,N2,61,いい加減(な),いい加減,いいかげん,"irresponsible, perfunctory, careless",,,,,44.0
1607,N2,62,言い訳＊,言い訳,いいわけ,excuse,,言い訳などしないで、兎に角勉強しなさい。,,などしないで、兎に角勉強しなさい。,31.0
1608,N2,63,意外,意外,いがい,Unexpected,,これは意外に安かった。,これは,に安かった。,
1609,N2,64,以外,以外,いがい,"With the exception of, excepting",,これは以外に方法がない。,これは,に方法がない。,102.0
1610,N2,65,生き生きとした＊,生き生きとした,いきいきとした,vivid,活発,,,(活発),44.0
1611,N2,66,生き甲斐＊,生き甲斐,いきがい,"reason for living, something one lives for",,孫が私の生き甲斐だ。,孫が私の,だ。,30.0
1612,N2,67,行き帰り＊,行き帰り,いきかえり,"going and returning (e.g. work, school)",,仕事の行き帰りにバスを使っています。,仕事の,にバスを使っています。,134.0
1613,N2,68,行き来＊,行き来,いきき,"coming and going, keeping in touch",,彼は行き来が激しい仕事をしています。,彼は,が激しい仕事をしています。,134.0
1614,N2,69,生き物＊,生き物,いきもの,"Living things, animal",,,,,76.0
1615,N2,70,育児,育児,いくじ,Child care (baby),,母親は育児休暇を取りました。,母親は,休暇を取りました。,18.0
1616,N2,71,幾分,幾分,いくぶん,"somewhat, to some extent",,,,,66.0
1617,N2,72,幾らか,幾らか,いくらか,"some, (a) little",,,,,66.0
1618,N2,73,生け花＊,生け花,いけばな,"ikebana, Japanese art of flower arrangement",,,,,80.0
1619,N2,74,いける＊＊,いける,いける,"to be good (at), to go well​",①Aなら大丈夫、普通に問題無い) (②良い、美味しい、見た目がいい,①遅刻しても②大丈夫？ - うん、いける①よ。,①遅刻しても②大丈夫？ - うん、,①よ。(①Aなら大丈夫、普通に問題無い) (②良い、美味しい、見た目がいい),132.0
1620,N2,75,意見,意見,いけん,"Opinion, view, comment",,,,,32.0
1621,N2,76,居心地,居心地,いごこち,Comfort,,このホテルの部屋はとても居心地がいいです。,このホテルの部屋はとても,がいいです。,17.0
1622,N2,77,医師,医師,いし,A doctor,,,,,54.0
1623,N2,78,苛める,苛める,いじめる,"to ill-treat, to bully, to torment",,学校で他の生徒を苛める～ないでください。,学校で他の生徒を,～ないでください。,
1624,N2,79,医者にかかる＊,医者にかかる,いしゃにかかる,to consult a doctor,,,,,54.0
1625,N2,80,何れ,何れ,いずれ,"anyway, where, which",いつか,二人は喧嘩ばかりしていたので何れ離婚にします。,二人は喧嘩ばかりしていたので,離婚にします。(いつか),62.0
1626,N2,81,以前,以前,いぜん,"Ago, since, before, previous",昔、少し前から,以前から彼と知り合いだ。,,から彼と知り合いだ。(昔、少し前から),100.0
1627,N2,82,悪戯,悪戯,いたずら,"mischief, prank, trick",,,,,19.0
1628,N2,83,痛み,痛み,いたみ,"Pain, damage, injury",,,,,55.0
1629,N2,84,位置,位置,いち,"Place, situation, position",その物がある場所,私の家は公園の近くに位置しています。,私の家は公園の近くに,しています。(その物がある場所),36.0
1630,N2,85,一々,一々,いちいち,"one-by-one, separately​",イライラ、面倒,,,(イライラ、面倒),64.0
1631,N2,86,一応,一応,いちおう,"More or less, though not quite satisfactorily",,,,,67.0
1632,N2,87,一段と,一段と,いちだんと,More…,前よりも一度にたくさん変わる,,,(前よりも一度にたくさん変わる),66.0
1633,N2,88,一度～したら＊,一度～したら,いちど～したら,Once ～,,,,,70.0
1634,N2,89,一度に,一度に,いちどに,all at once,,,,,68.0
1635,N2,90,一家,一家,いっか,"a family, a household, a home",一回でいくつも,,,(一回でいくつも),86.0
1636,N2,91,何時か,何時か,いつか,"sometime, someday, one day",an unspecified point in the future,何時かその夢が叶うでしょう。,,その夢が叶うでしょう。(an unspecified point in the future),60.0
1637,N2,92,一気に,一気に,いっきに,"in one go, in one gulp, in one breath",一回で全部終わる,,,(一回で全部終わる),68.0
1638,N2,93,一軒家,一軒家,いっけんや,"detached house, single house",,,,,12.0
1639,N2,94,一戸建て＊,一戸建て,いっこだて,"Detached house, stand-alone house",,,,,12.0
1640,N2,95,一切～ない＊,一切～ない,いっさい～ない,Nothing to do with ～,絶対にない,父は家事を一切～ないやらない。,父は家事を,やらない。(絶対にない),70.0
1641,N2,96,一生,一生,いっしょう,"whole life, a lifetime, all through life",,,,,80.0
1642,N2,97,一斉に,一斉に,いっせいに,"simultaneously, all at once",同時に,,,(同時に),65.0
1643,N2,98,いっそ＊＊,いっそ,いっそ(のこと),"rather, sooner, preferably",,,,,69.0
1644,N2,99,一層,一層,いっそう,"Much more, still more, all the more",,,,,69.0
1645,N2,100,一旦,一旦,いったん,"once, for a short time, briefly",①一回 ②少しの間、暫く,①病気になったので一旦②マイクを持ったらずっと歌い続ける。①帰国した。,①病気になったので,②マイクを持ったらずっと歌い続ける。①帰国した。(①一回 ②少しの間、暫く),70.0
1646,N2,101,いつの間にか＊,いつの間にか,いつのまにか,"before one knows, before one becomes aware of",気がつかないうちに、知らない間に,テレビを見ながらいつの間にか寝てしまいました。,テレビを見ながら,寝てしまいました。(気がつかないうちに、知らない間に),60.0
1647,N2,102,一般に,一般に,いっぱんに,"In general, generally, commonly",,,,,67.0
1648,N2,103,一遍に,一遍に,いっぺんに,"(all) at once, at the same time",,,,,68.0
1649,N2,104,何時迄も＊,何時迄も,いつまでも,"forever, eternally, as long as one likes",ずっと,,,(ずっと),60.0
1650,N2,105,移動,移動,いどう,"Movement, transfer, migration",,,,,36.0
1651,N2,106,祈る,祈る,いのる,"To pray, to wish",,,,,51.0
1652,N2,107,威張る＊,威張る,いばる,"to put on airs, to act big",,,,,53.0
1653,N2,108,今一,今一,いまいち,"not quite (right), not very good",,その映画は今一でした。,その映画は,でした。,135.0
1654,N2,109,今更,今更,いまさら, now (when it is already much too late),今はもう,,,(今はもう),69.0
1655,N2,110,未だに〜ない,未だに〜ない,いまだに,"still, even now, to this day",今でもまだ,別れて４年経つが、未だに〜ない元彼女が忘れられない。,別れて４年経つが、,元彼女が忘れられない。(今でもまだ),69.0
1656,N2,111,今に,今に,いまに,"before long, even now",そのうち〜だから,そんなやり方をしたら、今に失敗しますよ。,そんなやり方をしたら、,失敗しますよ。(そのうち〜だから),69.0
1657,N2,112,今にも,今にも,いまにも,"at any moment (now), at any minute",今にも〜そうだ,,,(今にも〜そうだ),69.0
1658,N2,113,嫌味,嫌味,いやみ,"disagreeableness, unpleasantness, nastiness",,,,,52.0
1659,N2,114,愈+,愈,いよいよ,"more and more, all the more, increasingly​",頑張ろう！！！嬉しい気持ち,,,(頑張ろう！！！嬉しい気持ち),64.0
1660,N2,115,入れ物＊,入れ物,いれもの,"container, case",,,,,76.0
1661,N2,116,入れる,入れる,いれる,"To put in, to insert, to install (e.g. Software)",,,,,36.0
1662,N2,117,言わば,言わば,いわば,"so to speak, so to call it",ような,,,(ような),68.0
1663,N2,118,所謂,所謂,いわゆる,"what is called, as it is called, the so-called",説明する時,,,(説明する時),68.0
1664,N2,119,印刷,印刷,いんさつ,Printing,,,,,38.0
1665,N2,120,引用,引用,いんよう,"quotation, citation, reference",,,,,80.0
1666,N2,121,受け取る＊,受け取る,うけとる,"To receive, to take, to interpret",Aを手で取る。,①彼から手紙を受け取る①～ました。②〜りのサインをする。,①彼から手紙を,①～ました。②〜りのサインをする。(Aを手で取る。),124.0
1667,N2,122,受け持つ＊,受け持つ,うけもつ,to take (be in) charge of,,彼女は新しいプロジェクトを受け持つ～ています。,彼女は新しいプロジェクトを,～ています。,124.0
1668,N2,123,うざい＊＊,うざい,うざい,"annoying, noisy​",,彼の行動は本当にうざいです。,彼の行動は本当に,です。,135.0
1669,N2,124,嘘+,嘘,うそ,"lie, fib, falsehood, untruth",,,,,52.0
1670,N2,125,嘘吐き＊,嘘吐き,うそつき,liar,,,,,52.0
1671,N2,126,疑う,疑う,うたがう,"To doubt, to be suspicious of, to suspect",,,,,52.0
1672,N2,127,打ち合わせ＊,打ち合わせ,うちあわせ,"advance arrangements, preparatory meeting",,仕事の打ち合わせをする。,仕事の,をする。,32.0
1673,N2,128,打ち合わせる＊,打ち合わせる,うちあわせる,①to strike against each other ②to arrange (e.g. a meeting),,,,,
1674,N2,129,打ち消す＊,打ち消す,うちけす,"To deny, to contradict (तो मी नव्हेच!)",Aについて (打ち合せるVerb) (会議の/ プレゼンテーション打ち合わせ Noun)(Aの前に相談する) ,彼は自分の過ちを打ち消す～ないでください。,彼は自分の過ちを,～ないでください。(Aについて (打ち合せるVerb) (会議の/ プレゼンテーション打ち合わせ Noun)(Aの前に相談する) ),124.0
1675,N2,130,腕が上がる＊,腕が上がる,うでがあがる,"to gain in skill, to improve, to get better",落ちる,スポーツ/ 料理の腕が上がる,スポーツ/ 料理の,(落ちる),131.0
1676,N2,131,腕がいい＊,腕がいい,うでがいい,"skilled, skillful, skilful, competent",技術が高い=大工さん,彼女は料理の腕がいいです。,彼女は料理の,です。(技術が高い=大工さん),131.0
1677,N2,132,腕を磨く＊,腕を磨く,うでをみがく,to polish one's skills,もっと上手になるように練習する,ゴルフ/ 料理の腕を磨く,ゴルフ/ 料理の,(もっと上手になるように練習する),131.0
1678,N2,133,頷く,頷く,うなずく,"to nod, to agree, to bow one's head in assent",,,,,48.0
1679,N2,134,唸る,唸る,うなる,"to groan, to moan",,,,,98.0
1680,N2,135,上手い,上手い,うまい,"skillful, skilful, skilled",,,,,21.0
1681,N2,136,産む,産む,うむ,"to give birth, to bear (child), to lay (eggs)",,,,,18.0
1682,N2,137,埋める,埋める,うめる,to bury (e.g. in the ground),中に物を入れて,穴を埋める。,穴を,。(中に物を入れて),98.0
